Document_No,Dominant_Topic,Dominant_Percent,All_Percent,description
291,0.0,0.9417999982833862,"[(0, 0.9418447), (1, 0.011631123), (2, 0.011631154), (3, 0.011631661), (4, 0.011630698), (5, 0.011630672)]","많은 아이폰 유저들이 선택을 하는 이유를 알 것 같았어요. 퍼플, 스톤, 다크 그레이, 블랙, 진 인디고의 5가지 컬러로 출시되었는데요. 퍼시픽 블루의 <b>아이폰 12</b>PRO를 사용하고 있다 보니 퍼플 컬러가 잘 어울릴... "
924,0.0,0.9417999982833862,"[(0, 0.9418448), (1, 0.011630004), (2, 0.011631375), (3, 0.011632692), (4, 0.011630381), (5, 0.011630719)]","<b>아이폰12</b> 미니 화이트 리뷰 뒷북으로 이제야 올리는 <b>아이폰12</b> 미니 개봉기 <b>아이폰 12</b> 시리즈는 일반... 소중한 아이폰 액정,, 액정 크기도 6보다 작은 느낌이었당 5s 때의 측면 갬성,,, 굴곡있는 라인만 보다가... "
675,0.0,0.9341999888420105,"[(0, 0.9341908), (1, 0.013161762), (2, 0.013160587), (3, 0.0131628625), (4, 0.013160448), (5, 0.013163552)]",오늘은 <b>아이폰 12</b> 의 출시일이기 때문에 눈을 뜨자마자 애플매장에 달려갔다. 코로나로 인해 제한된... 힘겹게 웨이팅 한 후 <b>아이폰 12</b> pro 128기가 그래파이트를 겟. 그래파이트만 재고가 있었는데 마침... 
622,0.0,0.9341999888420105,"[(0, 0.9341986), (1, 0.013160671), (2, 0.01315995), (3, 0.013161667), (4, 0.013159501), (5, 0.013159571)]",<b>아이폰 12</b>프로 맥스 최근 아이폰으로 바꾸면서 갤럭시에 비해 동영상 촬영과 야간 촬영이 상당히 좋다는 느낌을 팍팍 받았지요. 갤럭시 울트라 역시 동영상과 줌이 상당히 좋은 폰이지만 색감과 사용감은 역시나... 
541,0.0,0.9341999888420105,"[(0, 0.93419194), (1, 0.013160662), (2, 0.0131612485), (3, 0.013162089), (4, 0.013161618), (5, 0.013162442)]","이번 iPhone 12 시리즈는 일반형을 비롯해 미니, PRO(프로), PRO MAX(프로맥스)까지 4가지로 출시되는데 각각의 <b>아이폰12</b> 사전예약 기간도 다르게 선보이며 한번에 출시되지 않게 되었답니다. 아이폰이 4종으로... "
741,0.0,0.9341999888420105,"[(0, 0.9341873), (1, 0.013161119), (2, 0.013166697), (3, 0.013160819), (4, 0.013161838), (5, 0.013162274)]","오늘은, <b>아이폰12</b> 출시일 예상 및 사전예약 정보를 간단히 소개해 드리겠습니다. 폭넓은 라인업 이번 신제품은 총 4가지 모델로 만들어진다는 이야기가 있는데요, iPhone 12, iPhone 12 Max, iPhone 12 Pro, iPhone 12 Pro... "
756,0.0,0.9341999888420105,"[(0, 0.9341844), (1, 0.013163773), (2, 0.013163026), (3, 0.013165217), (4, 0.013161755), (5, 0.013161836)]",애플이 말한 수치를 아이패드 에어(iPad Air) 3세대에 포함된 A12 Bionic 과 비교하면 A14 바이오닉의... 아이폰 옆면1 음... 지금까지 <b>아이폰 12</b> 프로의 장점을 적어봤다면 조금 아쉬웠던 부분을 간단하게... 
386,0.0,0.9341999888420105,"[(0, 0.9341931), (1, 0.013160542), (2, 0.013162842), (3, 0.013163768), (4, 0.013159752), (5, 0.01316002)]",전 솔직히 처음에는 iPhone12 mini가 정말 매력적이라고 생각을 했어요. 그러나 <b>아이폰12</b> 프로 색상이... 특히 최근 iPhone12 시리즈의 테두리가 옛날 구형 아이폰에서 적용되었던 각진 느낌으로 다시... 
8,0.0,0.9341999888420105,"[(0, 0.93418884), (1, 0.013161781), (2, 0.013164351), (3, 0.013162372), (4, 0.013160929), (5, 0.013161679)]","전작 iPhone 11시리즈는 일반, 프로, 프로맥스 3가지로 나왔던 반면 이번에는 그보다 아이폰11, 아이폰11... 크기 자체는 12 PRO와 같습니다. 그리고 프로세서 역시 <b>아이폰12</b>시리즈에 적용되었던 A14바이오닉 칩을... "
244,0.0,0.9341999888420105,"[(0, 0.9341921), (1, 0.013161064), (2, 0.013160183), (3, 0.013160799), (4, 0.013162638), (5, 0.013163177)]","힐링쉴드 <b>아이폰12</b>미니 투명케이스 리뷰 한번 구매하면 리체인징 30% 할인, 리프레쉬 50% 할인 혜택... 힐링쉴드, <b>아이폰12</b>미니의 보호필름과 투명케이스를 사용해봤다. 제품이 판매된 금액 중 일부는 초록우산... "
829,0.0,0.9341999888420105,"[(0, 0.93419135), (1, 0.013163049), (2, 0.013163173), (3, 0.013161029), (4, 0.013159791), (5, 0.013161596)]","하던데, 아이폰은 블랙이지. #<b>아이폰12</b>프로그래파이트 는 엄연히 블랙은 아니지만. 용량은 256기가. 요즘 영상을 많이 찍다보니 메모리에 한계를 느껴서 512 살까 하다가 그냥 256 샀다. #iPhone12Pro #Graphite 11대비... "
798,0.0,0.9241999983787537,"[(0, 0.9242163), (1, 0.015157061), (2, 0.015155509), (3, 0.015156616), (4, 0.01515835), (5, 0.015156196)]","새롭게 영접한 <b>아이폰 12</b> 프로입니다. 스펙은 둘 다 256GB, 컬러는 그래파이트로 골랐어요. 12 프로에서... 헤헤헤헤 여러분!!! 많이 도와주십셔.. 사랑해주십셔!!! 구럼 2만 #<b>아이폰12</b>pro #아이폰마이그레이션 #내돈내산"
713,0.0,0.9241999983787537,"[(0, 0.92421967), (1, 0.015157206), (2, 0.015159006), (3, 0.015154214), (4, 0.01515353), (5, 0.015156373)]","( 2021년 2월 10일 ) iPhone 12 Pro Silver / 128GB 촬영 : RX100 M3 <b>아이폰 12</b> 프로 128GB 실버 PRO는 측면이 고강도... 결국 돌고 돌아서 아이폰이구만 [ 나의 스마트폰 연대기 ] iPHONE4 16GB 2011년 봄, 아이폰4가 나의 첫... "
967,0.0,0.9241999983787537,"[(0, 0.92422134), (1, 0.015155859), (2, 0.015153396), (3, 0.015156531), (4, 0.015157457), (5, 0.015155416)]",<b>아이폰12</b> 프로맥스 구입했어요. 아이폰8 레드가 작다는 생각이 들기 시작하니 계속 새로운 기종과 큰 핸드폰을 찾게 되더라구요. 바꿀 생각은 있었지만 출시전부터 사전예약을 할 열정은 없었고 일이 바빠서... 
492,0.0,0.9241999983787537,"[(0, 0.92422813), (1, 0.015154004), (2, 0.015154487), (3, 0.015154658), (4, 0.015154589), (5, 0.015154116)]","이전 아이폰6s 때도 너무나 잘 썼던 만족 1000%의 브랜드였기 때문이죠. <b>아이폰12</b>pro 그래파이트가 실제로 써봐도 좀 근사하긴 해요. 육중하고 진중한 느낌. 근데 너무 좀 무겁다고 해야하나, 분위기 바꾸고 싶을... "
523,0.0,0.9241999983787537,"[(0, 0.9242267), (1, 0.01515497), (2, 0.015152689), (3, 0.015153733), (4, 0.015155524), (5, 0.0151563715)]",이상 <b>아이폰12</b>퍼플 사전 예약정보였습니다. 쿠팡은 아이폰 사전예약 시최하 5프로 할인이 되었으니 저녁9시에 오픈하면 할인금액 보고 구매해보시면 될것 같아요 하이마트에서도... 
923,0.0,0.9241999983787537,"[(0, 0.92422915), (1, 0.015153905), (2, 0.015154114), (3, 0.015154843), (4, 0.015155052), (5, 0.015152985)]",쿠팡 <b>아이폰12</b> 자급제폰 예약 이번 <b>아이폰12</b>&amp;Pro 팔매에 이어 <b>아이폰12</b>mini가 추가로 나올 예정이다. 아마 이시기에는 아이폰se유저들이 대거 참여하지 않을까 싶다. 혹시나 이번 <b>아이폰12</b> 사전예약 못하신... 
52,0.0,0.9241999983787537,"[(0, 0.92421424), (1, 0.015157178), (2, 0.015155916), (3, 0.015157327), (4, 0.01515717), (5, 0.01515817)]","예전부터 아이폰 정품 가죽케이스를 사고 싶다는 생각은 했지만, 가격때문에 항상 못샀다. 그러다가 어느 날 투명 케이스 6번 교체하면 <b>아이폰12</b>미니 정품 가죽케이스를 살 수 있다는 말도 안되는 생각으로 구매.... "
596,0.0,0.9241999983787537,"[(0, 0.9242185), (1, 0.015155384), (2, 0.015153021), (3, 0.015159773), (4, 0.015157058), (5, 0.015156266)]","<b>아이폰12</b> 화이트 256 자급제 삼! 드디어 아이폰X 쓰다가 <b>아이폰12</b>로 갈아탔어요 수고했다.. 나의... <b>아이폰12</b>이랑 12미니 이번에 화이트 너무 예쁜듯 ㅠㅠ 12pro랑 반대로 12는 앞면이 유광이고, 측면이... "
638,0.0,0.9241999983787537,"[(0, 0.9242267), (1, 0.015153702), (2, 0.015153702), (3, 0.015155548), (4, 0.015156296), (5, 0.015154045)]","1차가 되면 사전예약이고 뭐고 바로 사는거죠★ <b>아이폰12</b> 프로 <b>아이폰12</b> 아이폰 사전예약? 사전예약을 하는 이유는 .., 사은품을 많이 받거나 할인율이 높아 가장 싸게 살 수 있기 때문입니다. 자급제폰... "
843,0.0,0.9241999983787537,"[(0, 0.92421955), (1, 0.01515516), (2, 0.015156001), (3, 0.015155797), (4, 0.0151570905), (5, 0.015156389)]",아이폰 설정-일반-정보로 들어가면 IMEI번호를 확인할수있다. IMEI 등록을 하니 모델명을 되찾을수 있었다. Openmodel2에서 Aip12p-00 <b>아이폰12</b> 프로 모델로 변경이 되었다. 한번의 휴대폰 재부팅 후 정상적으로... 
687,0.0,0.9241999983787537,"[(0, 0.9242207), (1, 0.015155371), (2, 0.015153464), (3, 0.015155798), (4, 0.015158048), (5, 0.0151566155)]","<b>아이폰12</b> , <b>아이폰12</b>프로 아이폰이 새로 출시되면서 예약판매를 시작했는데 벌써부터 돌풍을 일으키기 시작했습니다. 예전같은 혁신이 없다고는 하지만 아이폰이라는 이유만으로 구입을 원하시는 분들이... "
706,0.0,0.9241999983787537,"[(0, 0.92422986), (1, 0.015155222), (2, 0.015153519), (3, 0.015153251), (4, 0.015152863), (5, 0.015155318)]","제품이 <b>아이폰12</b>시리즈 부터는 박스 안에 케이블만 덩그러니 있기에 충전기, 이어팟을 추가로 구매해야 하는 부담이 있습니다. 애플에서 환경상의 이유로 케이블만 넣었다는 소식과 12시리즈 구입한... "
414,0.0,0.9241999983787537,"[(0, 0.92421585), (1, 0.015158293), (2, 0.015153396), (3, 0.015158863), (4, 0.01515759), (5, 0.015155978)]","iPhone 12 Pro Max 골드 256GB 제 블로그를 보셔서 감을 잡으셨겠지만, 네, 맞습니다. '사과농장'을 운영(?)... ㅎ <b>아이폰 12</b> 프로 맥스, 써보니 256GB도 남아 돌아... #1. 골드, 그리고 256기가 아이폰을 사용한지 오래... "
730,0.0,0.9241999983787537,"[(0, 0.9242029), (1, 0.015160922), (2, 0.01516106), (3, 0.015155431), (4, 0.015156841), (5, 0.015162828)]",IPhone 12 / IPhone 12 mini 아이폰 퍼플 사전 예약 정보 애플 행사 4월 20일 애플 행사에서 신제품 행사... 카카오 채널 위 카카오 채널를 추가 하시면 애플의 사전 예약 및 <b>아이폰 12</b> 퍼플 재고 입고 소식을... 
158,0.0,0.9241999983787537,"[(0, 0.92421556), (1, 0.015157629), (2, 0.015155968), (3, 0.01515857), (4, 0.015154079), (5, 0.015158178)]",제가 알아본 모델은 <b>아이폰12</b> pro max 였어요. 이번에도 iPhone 을 쓰려고 했고 최근에 나온게 시리즈가... 그리고 제가 생각하는 아이폰의 장점은 사진 촬영이라고 생각해요. 카메라스펙은 프로급 12MP 이고... 
831,0.0,0.9107000231742859,"[(0, 0.910705), (1, 0.017859142), (2, 0.01785878), (3, 0.017859206), (4, 0.017859086), (5, 0.017858809)]","<b>아이폰 12</b>pro는 뒷면이 무광이고 측면이 유광이다 먼지가 좀 있군..ㅋ 제대로 안 닦아 낸듯 아이폰4를 썼었는데, 그때의 라인과 비슷하게 느껴진다. 둥근라인에서 각진라인으로 변경. 12 시리즈의 포인트... "
925,0.0,0.9107000231742859,"[(0, 0.91069835), (1, 0.017860124), (2, 0.017861439), (3, 0.017859101), (4, 0.01786052), (5, 0.0178605)]",베리굿뜨 <b>아이폰12</b> PRO 사전예약에 성공하고 받아본 날부터 너무나도 만족하며 쓰고 있는데요. 간만에 기분전환 겸 예쁜 폰케이스 하나 교체해봤습니다 :) 2가지 골라봤는데 어떤가요? 넘 예쁘죠?! 아이폰은... 
585,0.0,0.9107000231742859,"[(0, 0.91068786), (1, 0.017862996), (2, 0.017862674), (3, 0.01786173), (4, 0.017863808), (5, 0.01786088)]","저는 아이폰 XS에서 이번에 <b>아이폰 12</b>프로로 바꿨습니다 2년 약정이 끝나서 사실 딱히 바꿀 생각이... 저는 아이폰 4, 5, 6, 7, XS 그리고 이번에 12프로까지!! 집에 박스들도 다 있음 ㅋㅋ 이번에 충전기 없어서... "
565,0.0,0.9107000231742859,"[(0, 0.9106976), (1, 0.017858092), (2, 0.01785839), (3, 0.017862879), (4, 0.017861897), (5, 0.017861132)]","최근 사전예약에 들어간 옆커폰 <b>아이폰12</b>가격이 아주 핫한데요. 출시되기 전부터 알고사에서 iPhone12... 이번 <b>아이폰12</b>는 아이폰4, 5 때의 깻잎통 디자인으로 다시 돌아왔는데요. 테두리에 각이 생겼기 때문에... "
137,0.0,0.9107000231742859,"[(0, 0.91069347), (1, 0.017860398), (2, 0.0178624), (3, 0.017860014), (4, 0.01786101), (5, 0.017862722)]","<b>아이폰12</b> pro 카메라멍 AS 3번 받은 후기 처음 내가 카메라멍을 확인한 건 구입 후 3개월이 된... 혹시 모를 오류를 대비해 아이폰 백업 후, 수리를 맡김! 그리고 잘 사용하던 중! 한 달 후 또 똑같은 현상이... "
539,0.0,0.9107000231742859,"[(0, 0.9106913), (1, 0.017861394), (2, 0.01785944), (3, 0.01786285), (4, 0.01785945), (5, 0.017865553)]","아이폰5s - 아이폰8 - <b>아이폰12</b>미니 랍니당! 꺄르르~~ 이젠 충전기도 안주고... 그런 주제에 케이블은 C to 라이트닝이라..... 저건 나중에 써야지 했더니만 흑흑, 아기가 제가 아이패드 충전 꽂아둔 걸 신나게... "
528,0.0,0.9107000231742859,"[(0, 0.9106932), (1, 0.017864248), (2, 0.017861454), (3, 0.017859926), (4, 0.017859755), (5, 0.017861394)]",우선 <b>아이폰 12</b> 시리즈 에 대해서 지식이 필요해요. 기존 아이폰의 기종들과는 조금은 다른 것 같은... 이에 비하면 <b>아이폰 12</b>는 iphone12와 <b>아이폰 12</b> 미니 iphone 12 pro <b>아이폰 12</b> pro max 이와 같은 구성의 총 4가지... 
351,0.0,0.9107000231742859,"[(0, 0.9106778), (1, 0.017864536), (2, 0.017865796), (3, 0.017863708), (4, 0.017866071), (5, 0.017862115)]","(뜬금포ㅋㅋㅋㅋㅋㅋ) <b>아이폰12</b>프로 그래파이트의 새로운 꼬까옷! 하찌 아이폰 케이스에 꽃꽃곰돌패턴 젤리케이스 착샷! 색색의 귀염뽀짝한 아이폰케이스 너무 예쁘네요 :) 사면, 카메라, 버튼 부분까지... "
467,0.0,0.9107000231742859,"[(0, 0.9106902), (1, 0.01786362), (2, 0.017861394), (3, 0.017861066), (4, 0.017861232), (5, 0.017862491)]",오늘의 후기 - 아이폰 미니 무광 후면 필름 스코코 보호필름 <b>아이폰 12</b>에 이어서 아이폰 미니 유저까지 ㅎㅎ 영업 성공해서 뿌듯..vV 미니는 진짜 진짜 케이스 벗겨야 예뻐서 후면 필름 붙이기로 했다! 오늘 붙인... 
827,0.0,0.9107000231742859,"[(0, 0.91069543), (1, 0.017862815), (2, 0.01786017), (3, 0.01786044), (4, 0.017859614), (5, 0.017861545)]","<b>아이폰 12</b>pro 인물사진 제가 제일 잘 쓰는 사진 모드가 아이폰 인물사진 모드랍니다 :) 일상에서 단렌즈 느낌으로 촬영도 가능하고 찍힌 사진들 보면 확실히 고퀄!ㅋㅋㅋ 감성 스냅, 요한필름 : 네이버 블로그... "
941,0.0,0.9107000231742859,"[(0, 0.9106969), (1, 0.017860672), (2, 0.017859975), (3, 0.017863676), (4, 0.017859248), (5, 0.017859522)]","<b>아이폰 12</b> 프로 맥스, 아이폰 중 가장 훌륭한 카메라! But 야간에서나... 최근 스마트폰 기변 트렌드를 보게 되면, 가장 중요하게 생각하는 부분은 성능이 아닌 카메라가 아닌가 합니다. 물론 각 제조사의 가장... "
464,0.0,0.9107000231742859,"[(0, 0.9106969), (1, 0.01786019), (2, 0.017861744), (3, 0.017860573), (4, 0.017860714), (5, 0.017859843)]",2022년 5월에 아이폰으로 돌아가겠다더니.. 결국.. 제트플립 산지 7개월하고 한 일주일 만에.. 다시 애플의 노예가 되어버린..! <b>아이폰 12</b> 시리즈 처음 나왔을 무렵이었던가 12 미니 화이트에 하얀색 정품 케이스... 
458,0.0,0.9107000231742859,"[(0, 0.91068625), (1, 0.01786299), (2, 0.017864339), (3, 0.017863384), (4, 0.01786185), (5, 0.017861212)]","<b>아이폰12</b> 시리즈 링케 퓨전 디자인 과일 케이스 네 차례에 걸친 인쇄 작업을 통하여 쉽게 까지고... 선명한 색감이 일품인 제품으로, 프로덕트 레드 &amp; 퍼플 &amp; 그린과 같은 색감이 들어간 아이폰 기기들과 좋은... "
379,0.0,0.9107000231742859,"[(0, 0.9106976), (1, 0.017858833), (2, 0.01786179), (3, 0.017859329), (4, 0.017861465), (5, 0.017860984)]","Max/12mini와 완벽한 호환성을 자랑하는데, 안정적인 거치는 물론 가로와 세로 모드 편리하게 조절할 수 있어 운전을 하면서 <b>아이폰12</b>를 다양하게 활용할 수 있다는 장점이 함께 한다. 미리 언급했듯이 애플... "
385,0.0,0.9107000231742859,"[(0, 0.9106869), (1, 0.017862068), (2, 0.017861715), (3, 0.017861849), (4, 0.017863078), (5, 0.017864373)]","<b>아이폰 12</b> pro를 구입할 때 언젠가 써먹겠지 하며 맥 셰이프 애플 정품 가죽케이스를 구입하여... 있는 12W에 연결해보기로 합니다 검색해보니 아이폰, 갤럭시의 고속 충전을 위해서는 18W 이상의 전용 어댑터... "
594,0.0,0.9107000231742859,"[(0, 0.9106849), (1, 0.01786575), (2, 0.01786204), (3, 0.017860001), (4, 0.017863113), (5, 0.017864244)]",자급제 폰으로 결정하였으나 다시 중고폰과 새 제품을 가지고 저울질하다 올해 출시된 <b>아이폰 12</b>pro로... 블루투스를 이용해서 기존의 아이폰 6S에서 12PRO로 사용자 정보 전송을 진행했습니다. 백업보다는... 
823,0.0,0.9107000231742859,"[(0, 0.9107006), (1, 0.017858757), (2, 0.017858518), (3, 0.017860135), (4, 0.017861135), (5, 0.017860835)]",#아이폰 #<b>아이폰12</b> #<b>아이폰12</b>미니 #<b>아이폰12</b>mini #힐링쉴드 #아이폰액정필름 #아이폰필름 #아이폰케이스 #아이폰측면필름 #아이폰카메라 #아이폰후면필름 #내돈내산 #아이폰내돈내산 #아이폰리뷰 #아이폰6... 
70,0.0,0.9107000231742859,"[(0, 0.9106929), (1, 0.017863985), (2, 0.01785982), (3, 0.017859604), (4, 0.017862776), (5, 0.017860955)]",<b>아이폰12</b> 자급제 구매후기 리뷰 보러가기 <b>아이폰12</b>는 기존 아이폰 카메라에 비해 특유의 아이폰 감성의 따듯한 느낌이 사라졌다는 평을 받았었어요 제가 사용하다보니 문득문득 어느 구간에서 그런지... 
671,0.0,0.9107000231742859,"[(0, 0.91069573), (1, 0.017860578), (2, 0.017862525), (3, 0.017861113), (4, 0.017860195), (5, 0.01785987)]",처음으로 자급제 아이폰을 샀다 :) <b>아이폰12</b> 미니 그린 256g 모델이다 가격은 116만원... 후덜... 쿠팡은 이미 매진이였고 11번가에 마침 떠서 질러버린 녀석 무이자 할부 22개월로 구입했다...할부만세 <b>아이폰12</b>는... 
116,0.0,0.9107000231742859,"[(0, 0.9106903), (1, 0.017861802), (2, 0.017862651), (3, 0.01786093), (4, 0.01785913), (5, 0.017865127)]","예전 공개된 아이폰11이 전 세계에서 가장 잘 팔린 모바일 디바이스가 되고, 그 후속 모델인 <b>아이폰 12</b>시리즈로도 역시 전 세계 1등의 자리를 연이어 차지하게 되면서 애플의 디바이스에 대한 다양한 우려와... "
733,0.0,0.9107000231742859,"[(0, 0.91068935), (1, 0.017861513), (2, 0.017860617), (3, 0.0178659), (4, 0.017862448), (5, 0.017860102)]",후후 <b>아이폰 12</b> 실케는 제기준 별로 이쁜 색상이 없더라구요 레몬 색도 없고 딸기우유색도 없구..... 아래에 링크 남겨둘게요 #<b>아이폰12</b> #정품 #실리콘케이스 #애플 #화이트 #플럼 #구입처 #T다이렉트샵
250,0.0,0.9107000231742859,"[(0, 0.9106978), (1, 0.0178607), (2, 0.017860368), (3, 0.017862134), (4, 0.017858747), (5, 0.017860243)]",Apple의 아이폰이 카메라로 유명한 이유를 이해할 수 있었답니다. <b>아이폰12</b> 미니 블루 색상의 스마트폰에서도 여전히 인물 사진 모드를 사용할 수 있어요. 거기다가 야간 모드 역시 실행이 가능해요. 원래... 
700,0.0,0.9107000231742859,"[(0, 0.91069484), (1, 0.017859088), (2, 0.017862396), (3, 0.017860465), (4, 0.017863417), (5, 0.017859757)]",그랩비 실리콘 케이스 <b>아이폰12</b> PRO 케이스 솔직히 그랩비 실리콘 케이스는 이전 아이폰 제품을 사용할 때에도 이미 사용해 본적 있는 케이스였는데 저렴한 가격대비 품질이 아주 우수한 제품이고 정품 못지... 
258,0.0,0.9107000231742859,"[(0, 0.9106979), (1, 0.017858585), (2, 0.017864022), (3, 0.017858287), (4, 0.017861303), (5, 0.017859977)]","<b>아이폰12</b>를 구매후 정품 실리콘 케이스도 써보고, 여러 업체들의 케이스도 써보았다. 슈*겐은 케이스를... 가격이 비싸다는 단점이 있으나 예전 아이폰8 사용할때 할인가로 산 테크21 케이스가 너무 맘에 들었던... "
229,0.0,0.9107000231742859,"[(0, 0.91068), (1, 0.017860502), (2, 0.01786834), (3, 0.01786184), (4, 0.01786712), (5, 0.01786223)]",<b>아이폰12</b>pro 화이트 제품과 함께! 넘넘 깔끔하구요. 실리콘 소재가 굉장히 고급스러워요. 친환경 프리미엄 액상의 실리콘 소재를 사용했다고 해요! 아이폰 정품 케이스와 비교해봤을 때 질감이나 촉감 전혀... 
678,0.0,0.9107000231742859,"[(0, 0.9106923), (1, 0.01786264), (2, 0.017858522), (3, 0.017861098), (4, 0.017864186), (5, 0.017861275)]","#<b>아이폰12</b>프로케이스 하나를 더 샀는데요, 지난번에 #리모와케이스 를 구입했으나, 이게 워낙... 이게 #아이폰케이스 입니다. #엘라고. #엘라고아머 입니다. 저는 블랙을 샀어요. 박스 열기도 편한 엘라고. 쨘! 딱... "
274,0.0,0.9107000231742859,"[(0, 0.91069484), (1, 0.017860146), (2, 0.017861726), (3, 0.017859876), (4, 0.017862186), (5, 0.017861197)]",작년 #<b>아이폰12</b>프로 구매 후 애플 정품 가죽케이스를 구매해서 몇달간 잘 쓰고 있습니다. 역시 정품... 핑쿠핑쿠한 핑크 시트러스 <b>아이폰12</b>프로 실리콘 케이스 입니다. 카메라 부분에는 범프가 있어서 카툭튀를... 
154,0.0,0.9107000231742859,"[(0, 0.91068536), (1, 0.017860528), (2, 0.017861558), (3, 0.017863462), (4, 0.017864952), (5, 0.0178642)]",투명케이스의 단점을 해결해버렸어요☺️ #<b>아이폰12</b>프로케이스 아이폰본연의 느낌을 그대로 즐길 수 있는 투명케이스!! 아이폰자체의 디자인이 예쁘기때문에 투명케이스를 가장 많이 착용해요!... 
